DiveNumber,StartDateTime_UTC,StartLatitude,StartLongitude,EndDateTime_UTC,EndLatitude,EndLongitude
108,03-Oct-2024 09:58:36,43.1582516666667,-125.32941,03-Oct-2024 15:19:41,43.11425,-125.37685
109,03-Oct-2024 15:26:35,43.1133133333333,-125.375846666667,03-Oct-2024 20:46:12,43.0857333333333,-125.429083333333
110,03-Oct-2024 20:53:09,43.0849116666667,-125.428646666667,04-Oct-2024 02:23:06,43.03905,-125.480333333333
111,04-Oct-2024 02:30:00,43.0372483333333,-125.479818333333,04-Oct-2024 07:44:06,43.0059,-125.5393
112,04-Oct-2024 07:51:07,43.0047366666667,-125.538866666667,04-Oct-2024 13:15:22,42.9701666666667,-125.597416666667
113,04-Oct-2024 13:21:30,42.9693933333333,-125.597021666667,04-Oct-2024 18:35:11,42.9357,-125.66305
114,04-Oct-2024 18:44:37,42.935685,-125.6639,05-Oct-2024 00:13:28,42.8850333333333,-125.620483333333
115,05-Oct-2024 00:20:03,42.8843183333333,-125.622038333333,05-Oct-2024 06:04:42,42.8298333333333,-125.567533333333
116,05-Oct-2024 06:14:31,42.828865,-125.56836,05-Oct-2024 11:37:42,42.7994,-125.5229
117,05-Oct-2024 11:46:39,42.7971033333333,-125.526301666667,05-Oct-2024 17:09:10,42.76365,-125.470033333333
118,05-Oct-2024 17:16:42,42.76193,-125.472916666667,05-Oct-2024 22:44:32,42.7420833333333,-125.4302
119,05-Oct-2024 22:51:23,42.740715,-125.432356666667,06-Oct-2024 03:55:08,42.6979833333333,-125.385883333333
120,06-Oct-2024 04:01:25,42.69742,-125.38654,06-Oct-2024 09:31:12,42.6779666666667,-125.33785
121,06-Oct-2024 09:38:04,42.67806,-125.33916,06-Oct-2024 15:15:59,42.6517166666667,-125.280566666667
122,06-Oct-2024 15:24:45,42.6518883333333,-125.279785,06-Oct-2024 21:01:49,42.6266666666667,-125.233766666667
123,06-Oct-2024 21:10:09,42.626855,-125.23545,07-Oct-2024 02:43:11,42.5898,-125.192166666667
124,07-Oct-2024 02:50:24,42.5884516666667,-125.190918333333,07-Oct-2024 08:14:41,42.5542833333333,-125.145333333333
125,07-Oct-2024 08:22:10,42.553865,-125.145735,07-Oct-2024 13:34:11,42.5322166666667,-125.111283333333
126,07-Oct-2024 13:40:49,42.5315833333333,-125.10975,07-Oct-2024 19:00:41,42.5137666666667,-125.075866666667
127,07-Oct-2024 19:07:43,42.51403,-125.07583,08-Oct-2024 00:30:04,42.4880666666667,-125.04765
128,08-Oct-2024 00:36:16,42.48776,-125.048568333333,08-Oct-2024 05:58:00,42.4483833333333,-125.01825
129,08-Oct-2024 06:05:06,42.4474366666667,-125.018603333333,08-Oct-2024 11:35:00,42.4280666666667,-124.970866666667
130,08-Oct-2024 11:41:12,42.4274,-124.97142,08-Oct-2024 16:58:29,42.4056833333333,-124.93345
131,08-Oct-2024 17:06:45,42.4055983333333,-124.93374,08-Oct-2024 22:27:31,42.3992666666667,-124.891166666667
132,08-Oct-2024 22:34:34,42.4001783333333,-124.89235,09-Oct-2024 03:49:35,42.3573833333333,-124.918083333333
133,09-Oct-2024 03:55:45,42.3570316666667,-124.917903333333,09-Oct-2024 09:14:05,42.3141166666667,-124.962133333333
134,09-Oct-2024 09:20:45,42.31381,-124.9632,09-Oct-2024 14:31:00,42.2740333333333,-125.010133333333
135,09-Oct-2024 14:37:58,42.273095,-125.009423333333,09-Oct-2024 20:10:40,42.2298666666667,-125.058033333333
136,09-Oct-2024 20:18:35,42.227555,-125.059293333333,10-Oct-2024 01:41:00,42.17105,-125.10795
137,10-Oct-2024 01:48:59,42.1673666666667,-125.108903333333,10-Oct-2024 07:02:11,42.1039166666667,-125.170716666667
138,10-Oct-2024 07:09:09,42.1005616666667,-125.172753333333,10-Oct-2024 12:12:29,42.05655,-125.248216666667
139,10-Oct-2024 12:19:36,42.054215,-125.250293333333,10-Oct-2024 17:39:12,42.0092666666667,-125.32455
140,10-Oct-2024 17:46:11,42.0080083333333,-125.327523333333,10-Oct-2024 21:33:49,41.9746333333333,-125.35105
141,10-Oct-2024 21:40:13,41.9737066666667,-125.35358,11-Oct-2024 02:59:35,41.9283333333333,-125.397033333333
142,11-Oct-2024 03:06:09,41.9280516666667,-125.399625,11-Oct-2024 08:25:11,41.8793333333333,-125.445216666667
143,11-Oct-2024 08:32:01,41.8794033333333,-125.446191666667,11-Oct-2024 13:42:30,41.8464,-125.488183333333
144,11-Oct-2024 13:48:59,41.8470616666667,-125.488005,11-Oct-2024 19:06:11,41.8110666666667,-125.5283
145,11-Oct-2024 19:13:31,41.8122233333333,-125.529003333333,12-Oct-2024 00:33:52,41.7762,-125.559416666667
146,12-Oct-2024 00:40:21,41.7767416666667,-125.558008333333,12-Oct-2024 05:53:13,41.75365,-125.587066666667
147,12-Oct-2024 06:00:22,41.7545416666667,-125.585091666667,12-Oct-2024 11:14:29,41.7324166666667,-125.5566
148,12-Oct-2024 11:21:35,41.7321366666667,-125.55581,12-Oct-2024 16:43:11,41.7177833333333,-125.515133333333
149,12-Oct-2024 16:50:14,41.7178716666667,-125.515235,12-Oct-2024 22:17:18,41.6920666666667,-125.484366666667
150,12-Oct-2024 22:24:05,41.6925533333333,-125.483528333333,13-Oct-2024 03:46:35,41.6663666666667,-125.445983333333
151,13-Oct-2024 03:53:19,41.665975,-125.445345,13-Oct-2024 09:18:35,41.62655,-125.413566666667
152,13-Oct-2024 09:24:57,41.6266683333333,-125.412141666667,13-Oct-2024 14:37:29,41.6089833333333,-125.360183333333
153,13-Oct-2024 14:44:29,41.6084716666667,-125.359098333333,13-Oct-2024 20:14:11,41.5777666666667,-125.309166666667
154,13-Oct-2024 20:21:01,41.577035,-125.30809,14-Oct-2024 01:50:42,41.5388333333333,-125.263633333333
155,14-Oct-2024 01:59:48,41.53728,-125.26206,14-Oct-2024 06:15:41,41.5116833333333,-125.238716666667
156,14-Oct-2024 06:22:52,41.510685,-125.238036666667,14-Oct-2024 11:45:55,41.4631333333333,-125.191616666667
157,14-Oct-2024 11:52:29,41.4619866666667,-125.189941666667,14-Oct-2024 17:18:35,41.4501833333333,-125.129433333333
158,14-Oct-2024 17:25:56,41.44886,-125.128825,14-Oct-2024 22:54:41,41.40835,-125.074816666667
159,14-Oct-2024 23:02:44,41.4080733333333,-125.073991666667,15-Oct-2024 04:32:10,41.3855333333333,-125.02695
160,15-Oct-2024 04:39:12,41.3851883333333,-125.025895,15-Oct-2024 10:04:35,41.3452,-124.988316666667
161,15-Oct-2024 10:10:57,41.3452066666667,-124.988101666667,15-Oct-2024 15:40:36,41.3174166666667,-124.9496
162,15-Oct-2024 15:47:37,41.317945,-124.949121666667,15-Oct-2024 21:17:41,41.3158833333333,-124.891283333333
163,15-Oct-2024 21:24:41,41.315885,-124.891325,16-Oct-2024 02:29:36,41.3060333333333,-124.83585
164,16-Oct-2024 02:36:10,41.3085366666667,-124.834945,16-Oct-2024 08:05:41,41.318,-124.773883333333
165,16-Oct-2024 08:12:31,41.3192633333333,-124.77303,16-Oct-2024 13:31:49,41.30585,-124.717683333333
166,16-Oct-2024 13:38:31,41.3063883333333,-124.718733333333,16-Oct-2024 18:58:36,41.3125,-124.661483333333
167,16-Oct-2024 19:06:03,41.31355,-124.660726666667,17-Oct-2024 00:31:22,41.2836666666667,-124.676166666667
168,17-Oct-2024 00:38:06,41.2836266666667,-124.67697,17-Oct-2024 05:56:07,41.2783666666667,-124.695483333333
169,17-Oct-2024 06:03:28,41.279875,-124.695785,17-Oct-2024 11:24:54,41.2523,-124.710616666667
170,17-Oct-2024 11:32:59,41.25127,-124.710936666667,17-Oct-2024 16:48:38,41.2401166666667,-124.739183333333
171,17-Oct-2024 16:55:38,41.2415283333333,-124.740071666667,17-Oct-2024 22:16:40,41.2179833333333,-124.756
172,17-Oct-2024 22:23:32,41.21687,-124.755648333333,18-Oct-2024 03:46:55,41.1878166666667,-124.7872
173,18-Oct-2024 03:55:51,41.18689,-124.789778333333,18-Oct-2024 09:25:11,41.16335,-124.81255
174,18-Oct-2024 09:36:01,41.16206,-124.812336666667,18-Oct-2024 15:13:01,41.1286666666667,-124.835183333333
175,18-Oct-2024 15:19:55,41.1299233333333,-124.83475,18-Oct-2024 20:41:12,41.1045166666667,-124.86555
176,18-Oct-2024 20:48:20,41.1036616666667,-124.865088333333,19-Oct-2024 02:03:12,41.0655333333333,-124.893333333333
177,19-Oct-2024 02:10:01,41.0664716666667,-124.893783333333,19-Oct-2024 07:39:36,41.04255,-124.925966666667
178,19-Oct-2024 07:45:52,41.0441566666667,-124.925928333333,19-Oct-2024 13:10:02,41.0149333333333,-124.951616666667
179,19-Oct-2024 13:16:49,41.015495,-124.94904,19-Oct-2024 18:39:11,40.9892333333333,-124.892133333333
180,19-Oct-2024 18:46:29,40.9899216666667,-124.891146666667,20-Oct-2024 00:23:00,40.9584333333333,-124.82685
181,20-Oct-2024 00:30:05,40.95859,-124.826611666667,20-Oct-2024 05:55:38,40.91485,-124.7637
182,20-Oct-2024 06:02:47,40.9148266666667,-124.7625,20-Oct-2024 10:20:05,40.8969666666667,-124.704633333333
183,20-Oct-2024 10:27:29,40.8967283333333,-124.705175,20-Oct-2024 14:24:59,40.897,-124.733883333333
184,20-Oct-2024 14:33:50,40.8973716666667,-124.732926666667,20-Oct-2024 18:23:26,40.9201,-124.750783333333
185,20-Oct-2024 18:30:01,40.92006,-124.74969,20-Oct-2024 22:25:41,40.93725,-124.76215
186,20-Oct-2024 22:31:58,40.937325,-124.761621666667,21-Oct-2024 02:34:53,40.942,-124.775166666667
187,21-Oct-2024 02:40:37,40.943005,-124.774088333333,21-Oct-2024 06:32:11,40.95065,-124.787333333333
188,21-Oct-2024 06:38:45,40.9512166666667,-124.785465,21-Oct-2024 10:39:35,40.96375,-124.79875
189,21-Oct-2024 10:46:02,40.9629233333333,-124.796728333333,21-Oct-2024 15:43:11,40.9699,-124.830183333333
190,21-Oct-2024 15:49:49,40.9701333333333,-124.828255,21-Oct-2024 21:14:03,40.99225,-124.865533333333
191,21-Oct-2024 21:21:01,40.9916466666667,-124.865235,22-Oct-2024 02:56:10,41.0008,-124.90155
192,22-Oct-2024 03:03:55,41.00079,-124.899983333333,22-Oct-2024 08:22:11,40.97205,-124.848716666667
193,22-Oct-2024 08:29:12,40.9711666666667,-124.848648333333,22-Oct-2024 13:50:11,40.9497166666667,-124.7966
194,22-Oct-2024 13:57:23,40.94956,-124.797118333333,22-Oct-2024 19:16:05,40.91485,-124.752683333333
195,22-Oct-2024 19:23:18,40.914685,-124.751041666667,22-Oct-2024 23:12:09,40.8974,-124.719583333333
196,22-Oct-2024 23:18:13,40.8971516666667,-124.719286666667,23-Oct-2024 03:46:07,40.8949166666667,-124.750033333333
197,23-Oct-2024 04:01:02,40.89388,-124.75114,23-Oct-2024 07:52:11,40.90475,-124.746033333333
198,23-Oct-2024 07:58:36,40.9042233333333,-124.744791666667,23-Oct-2024 11:40:09,40.9166666666667,-124.739516666667
199,23-Oct-2024 11:46:19,40.91608,-124.739355,23-Oct-2024 15:32:11,40.8989333333333,-124.757616666667
200,23-Oct-2024 15:38:42,40.89884,-124.758805,23-Oct-2024 19:01:41,40.9132833333333,-124.742716666667
201,23-Oct-2024 19:07:59,40.91302,-124.742285,23-Oct-2024 22:11:41,40.8991166666667,-124.759833333333
202,23-Oct-2024 22:17:37,40.8986366666667,-124.759423333333,24-Oct-2024 01:33:07,40.9138333333333,-124.739616666667
203,24-Oct-2024 01:38:53,40.9133383333333,-124.739795,24-Oct-2024 04:50:37,40.8990833333333,-124.7648
204,24-Oct-2024 04:59:07,40.8982216666667,-124.765103333333,24-Oct-2024 08:14:00,40.8843666666667,-124.7371
205,24-Oct-2024 08:20:02,40.8834033333333,-124.737011666667,24-Oct-2024 11:38:26,40.8738,-124.7055
206,24-Oct-2024 11:44:12,40.8730016666667,-124.705795,24-Oct-2024 15:01:06,40.8617833333333,-124.67595
207,24-Oct-2024 15:06:53,40.8612266666667,-124.677148333333,24-Oct-2024 18:20:58,40.8482166666667,-124.651433333333
208,24-Oct-2024 18:27:49,40.8476366666667,-124.652165,24-Oct-2024 21:47:40,40.83505,-124.623033333333
209,24-Oct-2024 21:53:18,40.8341883333333,-124.623405,25-Oct-2024 00:41:59,40.8209833333333,-124.597116666667
210,25-Oct-2024 00:48:12,40.8204433333333,-124.597021666667,25-Oct-2024 03:39:14,40.79655,-124.58445
211,25-Oct-2024 03:44:57,40.7959516666667,-124.58488,25-Oct-2024 06:30:16,40.8002666666667,-124.5691
212,25-Oct-2024 06:38:09,40.8000033333333,-124.569351666667,25-Oct-2024 09:01:42,40.7965666666667,-124.58855
213,25-Oct-2024 09:07:15,40.7966183333333,-124.588395,25-Oct-2024 11:49:35,40.7980333333333,-124.56715
214,25-Oct-2024 11:54:55,40.7978466666667,-124.566568333333,25-Oct-2024 14:00:01,40.7947666666667,-124.57545
215,25-Oct-2024 14:05:33,40.7944166666667,-124.57526,25-Oct-2024 15:11:23,40.7927,-124.578483333333
216,25-Oct-2024 15:25:20,40.7911866666667,-124.57806,25-Oct-2024 16:48:31,40.7922333333333,-124.581966666667
217,25-Oct-2024 16:53:39,40.7915566666667,-124.582113333333,25-Oct-2024 17:59:22,40.7938833333333,-124.5808
